NameTag;HashCommit;Date;testsuite;production;loc;nom;wmc;rfc;ar1;et1;it1;gf1;se1;mg1;ro1
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.AnnotationSpecTest;com.squareup.javapoet.AnnotationSpec;8;1;2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.ClassNameTest;com.squareup.javapoet.ClassName;143;15;19;63;2.0;4.0;3.0;0.0;3.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.CodeBlockTest;com.squareup.javapoet.CodeBlock;275;36;66;253;4.0;3.0;5.0;0.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.CodeWriterTest;com.squareup.javapoet.CodeWriter;8;1;2;5;0.0;1.0;0.0;0.0;1.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.FieldSpecTest;com.squareup.javapoet.FieldSpec;33;4;8;26;6.0;5.0;0.0;0.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.JavaFileTest;com.squareup.javapoet.JavaFile;206;44;85;373;0.0;2.0;0.0;0.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.LineWrapperTest;com.squareup.javapoet.LineWrapper;168;16;32;95;0.0;3.0;0.0;0.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.MethodSpecTest;com.squareup.javapoet.MethodSpec;272;31;60;234;2.0;2.0;0.0;82.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.NameAllocatorTest;com.squareup.javapoet.NameAllocator;77;11;26;41;2.0;3.0;0.0;0.0;0.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.ParameterSpecTest;com.squareup.javapoet.ParameterSpec;96;12;22;68;6.0;5.0;0.0;19.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.TypeNameTest;com.squareup.javapoet.TypeName;112;19;31;72;9.0;5.0;2.0;0.0;2.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.TypeSpecTest;com.squareup.javapoet.TypeSpec;788;124;297;1045;4.0;4.0;3.0;0.0;2.0;1.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.TestUtil;com.squareup.javapoet.Util;10;1;5;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.AnnotationSpecTest;com.squareup.javapoet.AnnotationSpec;8;1;2;1;-1.0;-1.0;-1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
javapoet-1.13.0-1;5ca6d5b206bccb53305ad6235df45a173e983297;Thu Jun 18 17:43:13 CEST 2020;com.squareup.javapoet.ClassNameTest;com.squareup.javapoet.ClassName;143;15;19;63;-1.0;-1.0;-1.0;-1.0;2.0;4.0;3.0;0.0;3.0;0.0;0.0
